product_id,product_name,brand,category,price,rating,reviews
302,Titan Classic Automatic - Black Silicone Band,Titan,Luxury,24728,4.2,4218
303,Fastrack Premium Chronograph - Silver Metal Bracelet,Fastrack,Luxury,10438,4.7,7390
304,Titan Luxury Adventure - Rose Gold Rubber Band,Titan,Sports,9341,4.6,8259
305,Tommy Hilfiger Sport Classic - Brown Nylon Strap,Tommy Hilfiger,Luxury,13562,3.8,7926
306,Amazfit Classic Health Monitor - Gold Mineral Glass,Amazfit,Smartwatch,33447,4.3,7426
307,Samsung Professional Fitness Tracker - Brown Nylon Strap,Samsung,Smartwatch,5197,4.4,5936
308,HMT Modern Trendy Edition - Silver Metal Bracelet,HMT,Fashion,6155,4.0,1800
309,Adidas Classic Swim Watch - Green Silicone Band,Adidas,Sports,9959,4.0,4867
310,Fastrack Luxury Running Watch - Green Ceramic Bezel,Fastrack,Sports,13407,4.5,3503
311,Titan Elegant Classic Dial - Black Steel Case,Titan,Analog,16830,4.7,8374
312,Timex Premium Gaming Edition - Blue Ceramic Bezel,Timex,Digital,7404,4.3,3722
313,Timex Vintage Outdoor Watch - Gold Nylon Strap,Timex,Sports,1838,4.1,3576
314,Amazfit Elegant Luxe Edition - Brown Steel Case,Amazfit,Smartwatch,26826,4.5,8646
315,Maxima Elegant Fashion Watch - Green Steel Case,Maxima,Fashion,11728,4.5,7102
316,HMT Premium Skeleton Watch - Green Mineral Glass,HMT,Analog,21503,4.2,7907
317,Maxima Premium Elegant Series - White Steel Case,Maxima,Fashion,5269,4.2,6455
318,Maxima Sport Digital Watch - Silver Ceramic Bezel,Maxima,Digital,951,4.7,9487
319,Timex Modern Vintage Series - Brown Steel Case,Timex,Analog,7365,4.0,9320
320,Timex Vintage Running Watch - Green Steel Case,Timex,Sports,9308,4.6,5274
321,Timex Premium Skeleton Watch - Green Nylon Strap,Timex,Analog,21745,4.0,429
322,Timex Modern Minimalist - Gold Silicone Band,Timex,Luxury,11716,4.6,9303
323,Sonata Premium Tech Watch - Blue Ceramic Bezel,Sonata,Digital,4609,4.4,1052
324,Fastrack Luxury Digital Watch - Gold Metal Bracelet,Fastrack,Digital,1643,4.2,5670
325,Puma Sport Fitness Tracker - Green Leather Strap,Puma,Sports,7071,3.9,9435
326,HMT Sport Chic Edition - Rose Gold Rubber Band,HMT,Fashion,8079,3.9,4135
327,Fastrack Sport Classic Dial - Black Mineral Glass,Fastrack,Analog,7425,4.8,710
328,Casio Premium Roman Dial - Green Metal Bracelet,Casio,Analog,10781,4.7,1975
329,Nike Modern Extreme Series - Brown Rubber Band,Nike,Sports,7155,3.9,5968
330,HMT Modern Trendy Edition - Gold Mineral Glass,HMT,Fashion,7784,4.7,9621
331,Tommy Hilfiger Modern Executive - White Leather Strap,Tommy Hilfiger,Luxury,10599,3.9,613
332,Timex Modern Fitness Tracker - Green Ceramic Bezel,Timex,Sports,11376,3.9,8924
333,Casio Vintage Roman Dial - Silver Metal Bracelet,Casio,Analog,9805,4.2,1778
334,Sonata Classic Tech Watch - Silver Leather Strap,Sonata,Digital,603,4.1,940
335,Timex Classic Alarm Chrono - Gold Silicone Band,Timex,Digital,626,4.2,8785
336,Sonata Premium Style Series - Silver Metal Bracelet,Sonata,Fashion,8268,3.9,8161
337,Pebble Professional Multi-Function - White Nylon Strap,Pebble,Digital,2513,4.1,2140
338,Timex Modern Vintage Series - Brown Steel Case,Timex,Analog,16392,4.7,3457
339,Fitbit Sport Fitness Tracker - Blue Leather Strap,Fitbit,Smartwatch,22928,4.1,3293
340,Boat Sport GPS Watch - Gold Rubber Band,Boat,Smartwatch,34266,4.2,4727
341,Sonata Professional Roman Dial - White Nylon Strap,Sonata,Analog,2398,4.0,3092
342,Apple Luxury Smart Watch - Green Steel Case,Apple,Smartwatch,37597,4.7,8161
343,Fastrack Vintage Calculator Watch - Green Metal Bracelet,Fastrack,Digital,5832,4.7,8890
344,Skmei Classic Tech Watch - Rose Gold Leather Strap,Skmei,Digital,6479,4.0,5062
345,Seiko Classic Elegant Series - Silver Steel Case,Seiko,Fashion,2983,4.1,5151
346,Timex Sport Digital Watch - Blue Mineral Glass,Timex,Sports,4247,4.8,243
347,Fastrack Elegant Running Watch - Black Silicone Band,Fastrack,Sports,2146,3.9,6266
348,Nike Luxury Fitness Tracker - Gold Ceramic Bezel,Nike,Sports,11394,4.7,6781
349,Titan Luxury Outdoor Watch - Gold Silicone Band,Titan,Sports,2244,4.7,3146
350,Casio Professional Automatic - Brown Ceramic Bezel,Casio,Luxury,18721,4.3,7361
